OrderID,OrderDate,ShipDate,CustomerName,Region,Segment,Category,SubCategory,TotalSales,TotalProfit,TotalQuantity,ProfitMargin,AvgDiscount
CA-2014-100916,1933-04-19,1938-04-19,Frank Hawley,Central,Corporate,Furniture,Tables,591.32,112.3508,4,0.19,0.0
CA-2014-100916,1933-04-19,1938-04-19,Frank Hawley,Central,Corporate,Office Supplies,Art,2.84,0.8804,1,0.31,0.0
CA-2014-100916,1933-04-19,1938-04-19,Frank Hawley,Central,Corporate,Office Supplies,Storage,194.7,9.735,5,0.05,0.0
CA-2014-100972,1962-04-19,1967-04-19,Dennis Bolton,East,Home Office,Office Supplies,Paper,166.44,79.8912,3,0.48,0.0
CA-2014-101147,1975-04-19,1977-04-19,Matt Collins,East,Consumer,Office Supplies,Appliances,2.394,-6.3441,1,-2.65,0.8
CA-2014-101175,1982-04-19,1987-04-19,Dario Medina,Central,Corporate,Office Supplies,Storage,100.704,-1.2588,6,-0.012,0.2
CA-2014-101266,1978-04-18,1981-04-18,Michael Moore,West,Consumer,Office Supplies,Paper,13.36,6.4128,2,0.48,0.0
CA-2014-101364,1995-04-19,1999-04-19,Tamara Willingham,West,Home Office,Office Supplies,Binders,296.712,100.1403,13,0.338,0.2
CA-2014-101392,1980-04-19,1986-04-19,Ann Steele,Central,Home Office,Office Supplies,Storage,269.36,70.0336,7,0.26,0.0
CA-2014-101427,1999-04-19,2003-04-20,Andy Yotov,West,Corporate,Office Supplies,Art,8.016,1.1022,3,0.138,0.2
CA-2014-101462,1949-04-17,1954-04-17,Benjamin Patterson,West,Consumer,Furniture,Furnishings,59.92,27.5632,4,0.46,0.0
CA-2014-101476,1994-04-18,1995-04-18,Shirley Daniels,East,Home Office,Technology,Machines,69.99,30.0957,1,0.43,0.0
CA-2014-101560,1971-04-19,1974-04-19,Chris Selesnick,South,Corporate,Furniture,Furnishings,397.6,43.736,5,0.11,0.0
CA-2014-101560,1971-04-19,1974-04-19,Chris Selesnick,South,Corporate,Office Supplies,Art,13.12,4.3296,4,0.33,0.0
CA-2014-101560,1971-04-19,1974-04-19,Chris Selesnick,South,Corporate,Office Supplies,Binders,45.66,22.3734,3,0.49,0.0
CA-2014-101560,1971-04-19,1974-04-19,Chris Selesnick,South,Corporate,Office Supplies,Paper,85.96,40.4012,7,0.47,0.0
CA-2014-101602,1988-04-19,1991-04-19,Mick Crebagga,Central,Consumer,Furniture,Chairs,763.28,-21.808,5,-0.029,0.3
CA-2014-101602,1988-04-19,1991-04-19,Mick Crebagga,Central,Consumer,Technology,Phones,40.68,-9.153,3,-0.225,0.2
CA-2014-101770,2029-04-17,1933-04-17,Karen Bern,West,Corporate,Office Supplies,Binders,1.869,-1.3083,1,-0.7,0.7
CA-2014-101833,1960-04-19,1965-04-19,Frank Gastineau,West,Home Office,Office Supplies,Paper,34.44,17.22,3,0.5,0.0
CA-2014-101931,1940-04-19,1943-04-19,Todd Sumrall,East,Corporate,Furniture,Bookcases,616.998,-36.294,6,-0.059,0.15
CA-2014-101931,1940-04-19,1943-04-19,Todd Sumrall,East,Corporate,Office Supplies,Binders,7.184,2.245,2,0.312,0.2
CA-2014-101931,1940-04-19,1943-04-19,Todd Sumrall,East,Corporate,Office Supplies,Storage,141.4,38.178,5,0.27,0.0
CA-2014-101931,1940-04-19,1943-04-19,Todd Sumrall,East,Corporate,Office Supplies,Supplies,487.02,14.485,4,0.03,0.0
CA-2014-102008,2012-04-19,2016-04-19,Russell Applegate,Central,Consumer,Office Supplies,Paper,48.94,24.47,1,0.5,0.0
CA-2014-102085,2016-04-19,2021-04-19,Joy Daniels,Central,Consumer,Office Supplies,Labels,29.24,13.7428,4,0.47,0.0
CA-2014-102274,1964-04-19,1969-04-19,Dave Hallsten,South,Corporate,Office Supplies,Art,5.46,1.4742,3,0.27,0.0
CA-2014-102274,1964-04-19,1969-04-19,Dave Hallsten,South,Corporate,Office Supplies,Paper,629.1,301.968,6,0.48,0.0
CA-2014-102274,1964-04-19,1969-04-19,Dave Hallsten,South,Corporate,Office Supplies,Storage,193.95,9.6975,3,0.05,0.0
CA-2014-102274,1964-04-19,1969-04-19,Dave Hallsten,South,Corporate,Technology,Phones,36.99,9.9873,1,0.27,0.0
CA-2014-102295,1967-04-19,1969-04-19,Erica Hackney,South,Consumer,Furniture,Chairs,120.712,-18.1068,1,-0.15,0.2
CA-2014-102330,2002-04-20,2007-04-20,Arianne Irving,East,Consumer,Office Supplies,Labels,88.8,44.4,6,0.5,0.0
CA-2014-102330,2002-04-20,2007-04-20,Arianne Irving,East,Consumer,Technology,Phones,319.968,35.9964,4,0.112,0.2
CA-2014-102645,1962-04-16,1967-04-16,Ionia McGrath,West,Consumer,Office Supplies,Paper,40.08,19.2384,6,0.48,0.0
CA-2014-102652,1935-04-17,1941-04-17,Andy Yotov,West,Corporate,Furniture,Furnishings,125.07,28.546100000000003,9,0.228,0.0
CA-2014-102652,1935-04-17,1941-04-17,Andy Yotov,West,Corporate,Office Supplies,Paper,74.92,35.961600000000004,4,0.48,0.0
CA-2014-102673,1944-04-19,1948-04-19,Ken Heidel,Central,Corporate,Office Supplies,Art,10.272,0.8988,3,0.088,0.2
CA-2014-102673,1944-04-19,1948-04-19,Ken Heidel,Central,Corporate,Office Supplies,Fasteners,7.52,1.41,5,0.188,0.2
CA-2014-102673,1944-04-19,1948-04-19,Ken Heidel,Central,Corporate,Office Supplies,Labels,47.808,15.5376,12,0.325,0.2
CA-2014-102673,1944-04-19,1948-04-19,Ken Heidel,Central,Corporate,Technology,Phones,978.84,110.1195,9,0.112,0.2
CA-2014-102869,1991-04-18,1996-04-18,Logan Currie,Central,Consumer,Furniture,Furnishings,17.472,5.0232,3,0.288,0.2
CA-2014-102869,1991-04-18,1996-04-18,Logan Currie,Central,Consumer,Office Supplies,Paper,15.552,5.4432,3,0.35,0.2
CA-2014-102869,1991-04-18,1996-04-18,Logan Currie,Central,Consumer,Technology,Accessories,64.704,-4.8528,6,-0.075,0.2
CA-2014-102869,1991-04-18,1996-04-18,Logan Currie,Central,Consumer,Technology,Phones,135.516,-31.6204,1,-0.233,0.4
CA-2014-102988,1934-04-17,1938-04-17,Greg Maxwell,West,Corporate,Office Supplies,Art,45.92,14.2352,14,0.31,0.0
CA-2014-102988,1934-04-17,1938-04-17,Greg Maxwell,West,Corporate,Office Supplies,Paper,12.96,6.3504,2,0.49,0.0
CA-2014-102988,1934-04-17,1938-04-17,Greg Maxwell,West,Corporate,Office Supplies,Supplies,4164.05,83.281,5,0.02,0.0
CA-2014-102988,1934-04-17,1938-04-17,Greg Maxwell,West,Corporate,Technology,Phones,28.99,8.4071,1,0.29,0.0
CA-2014-103058,1943-04-18,1944-04-18,Alejandro Grove,West,Consumer,Technology,Accessories,99.98,7.9984,2,0.08,0.0
CA-2014-103086,2029-04-19,1931-04-19,Evan Bailliet,South,Consumer,Furniture,Furnishings,5.312,-1.5936,2,-0.3,0.6
CA-2014-103100,1993-04-19,1996-04-19,Adrian Barton,West,Consumer,Office Supplies,Binders,1103.97,496.7865,3,0.45,0.0
CA-2014-103100,1993-04-19,1996-04-19,Adrian Barton,West,Consumer,Office Supplies,Labels,3.69,1.7343,1,0.47,0.0
CA-2014-103191,2004-04-19,2009-04-19,Vivek Grady,South,Corporate,Office Supplies,Storage,331.536,-82.884,3,-0.25,0.2
CA-2014-103219,1952-04-19,1956-04-19,Benjamin Farhat,West,Home Office,Furniture,Furnishings,56.52,21.4776,9,0.38,0.0
CA-2014-103310,1969-04-17,1974-04-17,Greg Matthias,West,Consumer,Furniture,Chairs,256.784,32.098,1,0.125,0.2
CA-2014-103310,1969-04-17,1974-04-17,Greg Matthias,West,Consumer,Office Supplies,Paper,39.96,19.1808,2,0.48,0.0
CA-2014-103310,1969-04-17,1974-04-17,Greg Matthias,West,Consumer,Office Supplies,Supplies,41.04,11.0808,6,0.27,0.0
CA-2014-103310,1969-04-17,1974-04-17,Greg Matthias,West,Consumer,Technology,Phones,1432.0,125.3,5,0.088,0.2
CA-2014-103317,2025-04-18,2028-04-18,Don Miller,Central,Corporate,Furniture,Furnishings,232.73600000000002,21.3592,5,0.092,0.2
CA-2014-103317,2025-04-18,2028-04-18,Don Miller,Central,Corporate,Office Supplies,Binders,9.81,-6.867,5,-0.7,0.7
CA-2014-103331,1977-04-18,1983-04-18,Karl Braun,Central,Consumer,Furniture,Furnishings,10.68,4.0584,4,0.38,0.0
CA-2014-103331,1977-04-18,1983-04-18,Karl Braun,Central,Consumer,Office Supplies,Paper,20.72,10.051400000000001,4,0.485,0.0
CA-2014-103366,1954-04-16,1956-04-16,Erica Hackney,South,Consumer,Technology,Accessories,149.95,65.978,5,0.44,0.0
CA-2014-103373,1977-04-17,1983-04-17,Bruce Stewart,West,Consumer,Technology,Phones,779.796,-168.9558,2,-0.217,0.4
CA-2014-103401,1964-04-19,1969-04-19,Georgia Rosenberg,West,Corporate,Office Supplies,Paper,12.96,6.2208,2,0.48,0.0
CA-2014-103429,1989-04-17,1991-04-17,Laurel Workman,South,Corporate,Office Supplies,Appliances,235.95,77.8635,3,0.33,0.0
CA-2014-103429,1989-04-17,1991-04-17,Laurel Workman,South,Corporate,Office Supplies,Binders,25.584,8.9544,2,0.35,0.2
CA-2014-103429,1989-04-17,1991-04-17,Laurel Workman,South,Corporate,Office Supplies,Paper,39.96,17.982,4,0.45,0.0
CA-2014-103429,1989-04-17,1991-04-17,Laurel Workman,South,Corporate,Technology,Phones,464.0,134.56,5,0.29,0.0
CA-2014-103492,2022-04-19,2027-04-19,Craig Molinari,Central,Corporate,Office Supplies,Binders,12.878,-20.7395,6,-1.61,0.8
CA-2014-103492,2022-04-19,2027-04-19,Craig Molinari,Central,Corporate,Technology,Phones,1475.896,138.1403,13,0.094,0.2
CA-2014-103527,1991-04-18,1996-04-18,Chris Cortes,Central,Consumer,Office Supplies,Paper,10.896,3.405,3,0.312,0.2
CA-2014-103590,1973-04-19,1977-04-19,Jeremy Lonsdale,East,Consumer,Office Supplies,Envelopes,62.28,29.2716,4,0.47,0.0
CA-2014-103660,1976-04-18,1981-04-18,Mitch Webber,East,Consumer,Technology,Phones,1007.944,75.5958,7,0.075,0.2
CA-2014-103702,1994-04-18,1999-04-18,Art Foster,South,Consumer,Office Supplies,Binders,63.924,-46.8776,7,-0.733,0.7
CA-2014-103744,1993-04-16,1997-04-16,Michael Grace,East,Home Office,Office Supplies,Binders,4.428,-6.8634,3,-1.55,0.8
CA-2014-103744,1993-04-16,1997-04-16,Michael Grace,East,Home Office,Office Supplies,Labels,6.936,2.3409,3,0.338,0.2
CA-2014-103800,1942-04-16,1946-04-16,Darren Powers,Central,Consumer,Office Supplies,Paper,16.448,5.5512,2,0.337,0.2
CA-2014-103807,1975-04-19,1982-04-19,Elizabeth Moffitt,Central,Corporate,Office Supplies,Paper,15.24,7.1628,3,0.47,0.0
CA-2014-103807,1975-04-19,1982-04-19,Elizabeth Moffitt,Central,Corporate,Technology,Accessories,5.95,0.833,1,0.14,0.0
CA-2014-103849,1970-04-17,1975-04-17,Paul Gonzalez,Central,Consumer,Furniture,Furnishings,66.112,-84.2928,4,-1.275,0.6
CA-2014-103849,1970-04-17,1975-04-17,Paul Gonzalez,Central,Consumer,Technology,Accessories,58.112,7.264,2,0.125,0.2
CA-2014-103849,1970-04-17,1975-04-17,Paul Gonzalez,Central,Consumer,Technology,Phones,100.792,6.2995,1,0.062,0.2
CA-2014-103940,1999-04-18,2003-04-19,Bradley Nguyen,West,Consumer,Furniture,Furnishings,35.34,13.4292,2,0.38,0.0
CA-2014-103940,1999-04-18,2003-04-19,Bradley Nguyen,West,Consumer,Office Supplies,Binders,137.24,46.3185,5,0.337,0.2
CA-2014-103940,1999-04-18,2003-04-19,Bradley Nguyen,West,Consumer,Office Supplies,Storage,88.21000000000001,17.431600000000003,5,0.198,0.0
CA-2014-103989,2017-04-17,2019-04-17,Matt Connell,Central,Corporate,Furniture,Furnishings,25.008,6.8772,6,0.275,0.2
CA-2014-103989,2017-04-17,2019-04-17,Matt Connell,Central,Corporate,Office Supplies,Binders,33.57,-25.737,5,-0.767,0.7
CA-2014-103989,2017-04-17,2019-04-17,Matt Connell,Central,Corporate,Office Supplies,Labels,11.808,3.9852,4,0.337,0.2
CA-2014-103989,2017-04-17,2019-04-17,Matt Connell,Central,Corporate,Office Supplies,Storage,26.16,1.962,3,0.075,0.2
CA-2014-103989,2017-04-17,2019-04-17,Matt Connell,Central,Corporate,Technology,Accessories,170.24,53.2,2,0.312,0.2
CA-2014-103989,2017-04-17,2019-04-17,Matt Connell,Central,Corporate,Technology,Phones,323.976,28.3479,3,0.088,0.2
CA-2014-104178,1976-04-18,1980-04-18,Janet Molinari,East,Corporate,Furniture,Furnishings,6.28,2.6376,1,0.42,0.0
CA-2014-104178,1976-04-18,1980-04-18,Janet Molinari,East,Corporate,Office Supplies,Paper,25.92,12.4416,4,0.48,0.0
CA-2014-104178,1976-04-18,1980-04-18,Janet Molinari,East,Corporate,Office Supplies,Storage,48.84,13.1868,4,0.27,0.0
CA-2014-104178,1976-04-18,1980-04-18,Janet Molinari,East,Corporate,Technology,Accessories,95.1,30.432,5,0.32,0.0
CA-2014-104269,1999-04-16,2004-04-17,Dave Brooks,West,Consumer,Furniture,Chairs,457.568,51.4764,2,0.112,0.2
CA-2014-104283,2017-04-18,2021-04-18,Liz MacKendrick,East,Consumer,Furniture,Tables,85.98,22.3548,1,0.26,0.0
CA-2014-104283,2017-04-18,2021-04-18,Liz MacKendrick,East,Consumer,Office Supplies,Storage,306.2,0.0,5,0.0,0.0
CA-2014-104283,2017-04-18,2021-04-18,Liz MacKendrick,East,Consumer,Technology,Accessories,223.96,53.7504,4,0.24,0.0
CA-2014-104402,2007-04-18,2013-04-18,Duane Benoit,East,Consumer,Technology,Machines,65.97,31.0059,3,0.47,0.0
CA-2014-104472,1992-04-17,1997-04-17,Christine Kargatis,West,Home Office,Furniture,Furnishings,73.32,21.996,6,0.3,0.0
CA-2014-104472,1992-04-17,1997-04-17,Christine Kargatis,West,Home Office,Office Supplies,Binders,59.808,19.4376,3,0.325,0.2
CA-2014-104563,2005-04-17,2010-04-17,Craig Molinari,Central,Corporate,Furniture,Chairs,918.2719999999999,76.0116,8,0.083,0.2
CA-2014-104563,2005-04-17,2010-04-17,Craig Molinari,Central,Corporate,Office Supplies,Art,20.65,9.499,5,0.46,0.0
CA-2014-104563,2005-04-17,2010-04-17,Craig Molinari,Central,Corporate,Office Supplies,Storage,204.9,0.0,5,0.0,0.0
CA-2014-104738,2003-04-20,2005-04-20,Stefania Perrino,East,Corporate,Office Supplies,Binders,2.286,-3.6576,3,-1.6,0.8
CA-2014-104738,2003-04-20,2005-04-20,Stefania Perrino,East,Corporate,Office Supplies,Envelopes,12.984,4.7067,3,0.362,0.2
CA-2014-104738,2003-04-20,2005-04-20,Stefania Perrino,East,Corporate,Technology,Accessories,47.984,14.3952,2,0.3,0.2
CA-2014-104738,2003-04-20,2005-04-20,Stefania Perrino,East,Corporate,Technology,Phones,546.36,47.8065,5,0.088,0.2
CA-2014-104773,1981-04-19,1986-04-19,Thomas Boland,Central,Corporate,Office Supplies,Storage,60.416,6.0416,2,0.1,0.2
CA-2014-104780,1980-04-17,1984-04-17,Bradley Talbott,West,Home Office,Office Supplies,Art,31.84,10.5072,8,0.33,0.0
CA-2014-104808,1974-04-16,1978-04-16,Mark Haberlin,East,Corporate,Office Supplies,Binders,17.248,6.0368,2,0.35,0.2
CA-2014-104829,1961-04-19,1964-04-19,John Grady,East,Corporate,Office Supplies,Paper,21.98,9.891,7,0.45,0.0
CA-2014-104976,1982-04-19,1989-04-19,Cyma Kinney,East,Corporate,Office Supplies,Paper,34.68,16.9932,6,0.49,0.0
CA-2014-105165,1989-04-18,1992-04-18,Sam Zeldin,West,Home Office,Furniture,Tables,200.795,-22.948,1,-0.114,0.3
CA-2014-105165,1989-04-18,1992-04-18,Sam Zeldin,West,Home Office,Office Supplies,Art,21.864,3.5529,3,0.162,0.2
CA-2014-105165,1989-04-18,1992-04-18,Sam Zeldin,West,Home Office,Office Supplies,Binders,2.92,-4.818,2,-1.65,0.8
CA-2014-105165,1989-04-18,1992-04-18,Sam Zeldin,West,Home Office,Technology,Accessories,46.688,-2.918,4,-0.062,0.2
CA-2014-105165,1989-04-18,1992-04-18,Sam Zeldin,West,Home Office,Technology,Phones,196.776,14.7582,3,0.075,0.2
CA-2014-105172,1933-04-17,1938-04-17,Paul Knutson,East,Home Office,Office Supplies,Labels,18.9,9.072,6,0.48,0.0
CA-2014-105249,1971-04-19,1971-04-19,Duane Huffman,East,Home Office,Furniture,Bookcases,411.332,-4.8392,4,-0.012,0.15
CA-2014-105249,1971-04-19,1971-04-19,Duane Huffman,East,Home Office,Office Supplies,Labels,41.4,19.872,4,0.48,0.0
CA-2014-105249,1971-04-19,1971-04-19,Duane Huffman,East,Home Office,Office Supplies,Supplies,7.36,0.1472,2,0.02,0.0
CA-2014-105270,1954-04-19,1961-04-19,Arthur Prichep,South,Consumer,Furniture,Chairs,112.648,11.2648,1,0.1,0.2
CA-2014-105270,1954-04-19,1961-04-19,Arthur Prichep,South,Consumer,Office Supplies,Art,30.48,7.9248,3,0.26,0.0
CA-2014-105340,1965-04-19,1968-04-19,Evan Henry,South,Consumer,Office Supplies,Binders,6.928,-11.0848,1,-1.6,0.8
CA-2014-105417,1946-04-16,1951-04-16,Vivek Sundaresam,West,Consumer,Furniture,Furnishings,76.728,-53.7096,3,-0.7,0.6
CA-2014-105417,1946-04-16,1951-04-16,Vivek Sundaresam,West,Consumer,Office Supplies,Binders,10.43,-18.2525,7,-1.75,0.8
CA-2014-105648,2001-04-17,2005-04-17,Eva Jacobs,South,Consumer,Furniture,Tables,626.352,-23.4882,3,-0.038,0.2
CA-2014-105872,1989-04-17,1996-04-17,James Galang,West,Consumer,Office Supplies,Binders,70.368,26.388,4,0.375,0.2
CA-2014-105893,1954-04-19,1961-04-19,Pete Kriz,Central,Consumer,Office Supplies,Storage,665.88,13.3176,6,0.02,0.0
CA-2014-105984,1967-04-19,1967-04-19,Muhammed Yedwab,Central,Corporate,Furniture,Chairs,611.058,-34.9176,3,-0.057,0.3
CA-2014-105984,1967-04-19,1967-04-19,Muhammed Yedwab,Central,Corporate,Technology,Phones,1049.97,-209.994,5,-0.2,0.4
CA-2014-106054,1945-04-16,1946-04-16,Jack O'Briant,East,Corporate,Office Supplies,Art,12.78,5.2398,3,0.41,0.0
CA-2014-106229,1997-04-17,2001-04-18,Nick Radford,Central,Consumer,Furniture,Tables,268.935,-209.7693,3,-0.78,0.5
CA-2014-106264,1999-04-19,2003-04-20,Clytie Kelty,East,Consumer,Furniture,Furnishings,3.48,1.1136,2,0.32,0.0
CA-2014-106264,1999-04-19,2003-04-20,Clytie Kelty,East,Consumer,Office Supplies,Supplies,11.91,0.1191,3,0.01,0.0
CA-2014-106376,1978-04-19,1983-04-19,Brendan Sweed,West,Corporate,Office Supplies,Art,1113.024,111.3024,8,0.1,0.2
CA-2014-106376,1978-04-19,1983-04-19,Brendan Sweed,West,Corporate,Technology,Phones,167.968,62.988,4,0.375,0.2
CA-2014-106439,1943-04-19,1947-04-19,Greg Guthrie,South,Corporate,Furniture,Chairs,146.352,-9.147,3,-0.062,0.2
CA-2014-106439,1943-04-19,1947-04-19,Greg Guthrie,South,Corporate,Office Supplies,Art,12.39,3.717,3,0.3,0.0
CA-2014-106439,1943-04-19,1947-04-19,Greg Guthrie,South,Corporate,Office Supplies,Binders,35.263999999999996,11.4192,5,0.324,0.2
CA-2014-106439,1943-04-19,1947-04-19,Greg Guthrie,South,Corporate,Office Supplies,Fasteners,11.34,5.2164,3,0.46,0.0
CA-2014-106439,1943-04-19,1947-04-19,Greg Guthrie,South,Corporate,Office Supplies,Paper,64.74,30.4278,13,0.47,0.0
CA-2014-106439,1943-04-19,1947-04-19,Greg Guthrie,South,Corporate,Office Supplies,Storage,485.94,33.047200000000004,9,0.068,0.0
CA-2014-106439,1943-04-19,1947-04-19,Greg Guthrie,South,Corporate,Technology,Accessories,251.91,47.8629,9,0.19,0.0
CA-2014-106572,1987-04-18,1992-04-18,Nora Preis,West,Consumer,Office Supplies,Storage,264.32,19.824,2,0.075,0.2
CA-2014-106719,1975-04-18,1975-04-18,Robert Barroso,West,Corporate,Office Supplies,Binders,8.288,2.6936,2,0.325,0.2
CA-2014-106726,1979-04-19,1981-04-19,Roland Schwarz,East,Corporate,Office Supplies,Storage,1261.33,327.9458,7,0.26,0.0
CA-2014-106803,2002-04-20,2006-04-20,Debra Catini,Central,Consumer,Office Supplies,Storage,24.56,6.8768,2,0.28,0.0
CA-2014-106803,2002-04-20,2006-04-20,Debra Catini,Central,Consumer,Technology,Accessories,119.8,47.92,4,0.4,0.0
CA-2014-106810,1973-04-17,1979-04-17,Anthony Johnson,South,Corporate,Furniture,Furnishings,310.88,23.316,2,0.075,0.2
CA-2014-106971,1984-04-18,1990-04-18,Bryan Mills,East,Consumer,Technology,Accessories,475.944,95.1888,7,0.2,0.2
CA-2014-107139,2025-04-18,1931-04-18,Dennis Pardue,Central,Home Office,Office Supplies,Binders,180.96,67.86,6,0.375,0.2
CA-2014-107153,2010-04-19,2015-04-19,George Zrebassa,East,Corporate,Office Supplies,Storage,46.26,12.4902,3,0.27,0.0
CA-2014-107181,1974-04-16,1978-04-16,Deborah Brumfield,West,Home Office,Office Supplies,Binders,82.896,29.0136,3,0.35,0.2
CA-2014-107181,1974-04-16,1978-04-16,Deborah Brumfield,West,Home Office,Office Supplies,Paper,34.24,16.0928,4,0.47,0.0
CA-2014-107398,1976-04-18,1981-04-18,Brendan Sweed,West,Corporate,Office Supplies,Binders,30.246000000000002,-23.544,15,-0.778,0.7
CA-2014-107454,1945-04-19,1949-04-19,Roger Demir,South,Consumer,Furniture,Furnishings,89.34,24.1218,6,0.27,0.0
CA-2014-107454,1945-04-19,1949-04-19,Roger Demir,South,Consumer,Office Supplies,Labels,34.86,16.0356,7,0.46,0.0
CA-2014-107524,2000-04-17,2006-04-17,Kristina Nunn,West,Home Office,Office Supplies,Envelopes,11.36,5.3392,2,0.47,0.0
CA-2014-107524,2000-04-17,2006-04-17,Kristina Nunn,West,Home Office,Office Supplies,Paper,36.4,17.472,5,0.48,0.0
CA-2014-107573,1985-04-19,1990-04-19,Philip Brown,West,Consumer,Office Supplies,Envelopes,23.472,7.6284,3,0.325,0.2
CA-2014-107594,2022-04-18,2026-04-18,Eric Hoffmann,West,Consumer,Office Supplies,Art,5.58,2.1762,1,0.39,0.0
CA-2014-107594,2022-04-18,2026-04-18,Eric Hoffmann,West,Consumer,Technology,Phones,73.98,19.9746,2,0.27,0.0
CA-2014-107706,1984-04-16,1989-04-16,Shui Tom,East,Consumer,Office Supplies,Paper,16.176,6.066,3,0.375,0.2
CA-2014-107755,1977-04-16,1982-04-16,Cyma Kinney,East,Corporate,Technology,Accessories,115.36,49.6048,7,0.43,0.0
CA-2014-107769,1940-04-19,1944-04-19,Bill Tyler,Central,Corporate,Technology,Phones,257.98,74.8142,2,0.29,0.0
CA-2014-107811,1958-04-17,1962-04-17,Laura Armstrong,Central,Corporate,Furniture,Chairs,561.584,70.198,2,0.125,0.2
CA-2014-107811,1958-04-17,1962-04-17,Laura Armstrong,Central,Corporate,Office Supplies,Storage,99.92,-1.249,5,-0.012,0.2
CA-2014-107818,1990-04-18,1996-04-18,Marc Crier,South,Consumer,Furniture,Chairs,975.92,121.99,5,0.125,0.2
CA-2014-107818,1990-04-18,1996-04-18,Marc Crier,South,Consumer,Office Supplies,Art,309.71999999999997,93.798,10,0.303,0.0
CA-2014-107818,1990-04-18,1996-04-18,Marc Crier,South,Consumer,Office Supplies,Storage,485.88,19.4352,6,0.04,0.0
CA-2014-107916,1975-04-18,1977-04-18,Jennifer Patt,East,Corporate,Furniture,Furnishings,13.28,6.3744,2,0.48,0.0
CA-2014-107916,1975-04-18,1977-04-18,Jennifer Patt,East,Corporate,Office Supplies,Binders,12.672,4.4352,3,0.35,0.2
CA-2014-108147,1998-04-17,2003-04-18,Rick Duston,West,Consumer,Office Supplies,Binders,68.48,25.68,2,0.375,0.2
CA-2014-108147,1998-04-17,2003-04-18,Rick Duston,West,Consumer,Office Supplies,Storage,1676.88,83.844,6,0.05,0.0
CA-2014-108182,1976-04-16,1980-04-16,Delfina Latchford,East,Consumer,Office Supplies,Binders,8.952,-14.7708,2,-1.65,0.8
